daily_income,daily_expense,goal_type,goal_amount,daily_saving_capacity,recommended_daily_saving,months_to_reach_goal,profile_type
2072,1725,Bike,136713,347.0,122.45,12.48,rural
1443,380,Gold,163030,1063.0,472.53,5.52,urban
822,117,Bike,88380,705.0,333.52,3.95,rural
348,210,Education,401303,138.0,55.75,102.41,student
1591,1276,Education,190979,315.0,139.9,22.07,student
1198,707,House Downpayment,1573228,491.0,179.64,117.3,rural
895,242,House Downpayment,679597,653.0,256.4,32.16,student
462,413,House Downpayment,553886,49.0,18.33,364.65,student
508,420,Education,478916,88.0,42.07,197.63,urban
2279,1560,Bike,82686,719.0,296.79,3.54,rural
1600,167,Emergency Fund,87264,1433.0,641.58,1.84,student
520,211,House Downpayment,945766,309.0,134.54,111.08,student
463,196,Education,182995,267.0,126.5,22.84,urban
474,308,Bike,73663,166.0,66.84,15.94,student
2174,1867,Emergency Fund,131439,307.0,130.1,14.48,student
472,383,Education,402677,89.0,39.33,165.36,urban
1680,498,Education,435370,1182.0,425.66,11.66,student
2436,596,House Downpayment,706734,1840.0,804.91,12.74,rural
1256,902,Emergency Fund,120271,354.0,167.63,12.32,urban
2542,1989,Marriage,591506,553.0,223.29,36.01,student
736,418,House Downpayment,1283075,318.0,124.31,133.12,rural
456,158,Bike,100555,298.0,120.87,11.9,urban
708,550,Marriage,441816,158.0,70.86,84.06,urban
578,421,Emergency Fund,41163,157.0,65.26,8.94,rural
535,355,Gold,149637,180.0,68.3,25.83,rural
937,800,Bike,78463,137.0,45.08,20.53,student
1076,629,Bike,52175,447.0,207.22,3.88,rural
852,315,House Downpayment,1213240,537.0,191.22,81.92,rural
574,373,Bike,133696,201.0,91.49,22.25,rural
2115,1612,Gold,95626,503.0,189.03,6.49,rural
469,144,Gold,222527,325.0,140.86,21.15,urban
1376,743,Education,233892,633.0,236.08,11.21,urban
320,173,Emergency Fund,111281,147.0,51.51,24.38,urban
815,131,House Downpayment,1274318,684.0,288.92,62.6,student
1377,734,Education,441867,643.0,237.45,23.3,student
1613,317,Emergency Fund,93563,1296.0,563.08,2.63,rural
2232,1590,Bike,142029,642.0,295.27,7.95,student
644,347,Marriage,283972,297.0,121.34,33.49,student
1407,267,Gold,89976,1140.0,542.69,2.38,rural
1885,254,Gold,223547,1631.0,652.35,4.47,urban
1067,102,House Downpayment,1339223,965.0,401.45,44.43,urban
511,404,Emergency Fund,89090,107.0,50.05,26.05,urban
688,243,Gold,293141,445.0,207.69,22.62,rural
1249,744,House Downpayment,1121270,505.0,206.77,73.28,rural
1106,739,Education,138489,367.0,127.77,12.07,student
2206,1490,House Downpayment,1650149,716.0,305.74,80.4,rural
939,746,Education,387336,193.0,87.81,61.62,rural
637,470,Bike,133393,167.0,78.35,24.09,rural
525,437,Marriage,369455,88.0,35.88,145.81,student
957,774,House Downpayment,1276653,183.0,75.29,225.54,urban
2521,352,Bike,124308,2169.0,722.96,2.03,student
415,352,House Downpayment,512423,63.0,23.59,287.5,rural
713,364,Bike,55436,349.0,149.12,5.19,urban
2434,2005,Education,386206,429.0,172.08,28.37,rural
2839,156,Emergency Fund,48324,2683.0,1135.34,0.59,rural
367,299,House Downpayment,578897,68.0,31.77,307.68,urban
2749,940,House Downpayment,1257060,1809.0,631.76,21.88,student
2127,735,Gold,232362,1392.0,632.9,5.57,rural
815,552,Education,396702,263.0,112.06,46.71,student
1458,999,Emergency Fund,100616,459.0,196.33,7.43,urban
530,351,Emergency Fund,37604,179.0,58.33,6.78,student
1887,1290,Bike,120671,597.0,258.39,6.82,urban
396,349,Bike,53961,47.0,20.82,38.03,urban
2072,279,Marriage,427453,1793.0,859.7,7.58,rural
2759,1255,Bike,79302,1504.0,488.09,1.62,urban
763,329,Gold,290120,434.0,169.54,22.18,urban
2085,1271,Marriage,626308,814.0,285.67,23.09,rural
1703,949,Education,399318,754.0,281.3,16.85,urban
794,403,Gold,89397,391.0,170.05,7.18,student
2639,2164,Gold,174220,475.0,223.94,13.11,urban
2546,434,Gold,178584,2112.0,839.19,2.99,student
436,249,House Downpayment,1836290,187.0,89.28,303.92,student
318,281,Gold,285737,37.0,12.64,236.63,urban
622,516,Emergency Fund,53922,106.0,45.31,17.57,student
2322,216,Gold,213056,2106.0,811.5,3.6,student
1400,248,Marriage,676269,1152.0,394.55,19.12,rural
644,372,Education,368448,272.0,87.72,48.2,urban
2626,575,Emergency Fund,41638,2051.0,722.73,0.66,student
2108,1317,Bike,133393,791.0,289.47,5.24,student
980,855,Marriage,572997,125.0,55.32,145.2,rural
1833,375,House Downpayment,1742920,1458.0,610.44,41.75,rural
932,792,Bike,109426,140.0,46.43,24.65,urban
1967,482,Education,470910,1485.0,639.29,11.33,rural
1678,1043,Gold,161443,635.0,213.95,8.62,student
1177,526,Bike,134427,651.0,266.37,7.04,rural
1263,655,Marriage,659049,608.0,260.82,39.45,urban
1653,663,Marriage,598145,990.0,373.92,21.35,rural
532,469,Education,272898,63.0,20.21,133.78,rural
2279,1545,House Downpayment,1116544,734.0,341.92,54.79,urban
1087,326,Education,150654,761.0,287.22,6.22,rural
859,499,Gold,275600,360.0,131.45,26.74,urban
558,460,Emergency Fund,140928,98.0,32.62,43.61,student
859,215,Education,239364,644.0,264.27,11.61,rural
2706,991,House Downpayment,1690058,1715.0,720.55,32.41,student
2816,1106,Bike,116898,1710.0,567.13,2.31,student
398,186,Bike,75904,212.0,76.07,12.08,rural
1844,879,Education,247124,965.0,355.74,8.91,rural
406,129,Marriage,401794,277.0,96.69,50.94,rural
710,211,Gold,63365,499.0,222.23,4.28,rural
2025,1604,Emergency Fund,69195,421.0,139.95,5.71,urban
2749,1930,Emergency Fund,72338,819.0,281.44,2.89,student
410,352,Gold,245098,58.0,21.8,144.26,rural
425,318,Education,275665,107.0,48.77,92.94,urban
2139,1634,Emergency Fund,21451,505.0,229.89,1.4,urban
1194,1043,Bike,135344,151.0,68.51,31.66,student
694,207,Emergency Fund,67855,487.0,161.41,4.71,rural
2917,1134,Education,436302,1783.0,654.31,7.53,rural
687,589,Emergency Fund,107165,98.0,42.82,36.56,student
2031,889,Emergency Fund,124020,1142.0,490.35,3.61,student
511,172,Education,310702,339.0,108.75,32.62,student
382,143,Emergency Fund,88214,239.0,103.35,13.52,urban
1789,320,Education,266236,1469.0,655.84,6.35,rural
304,148,Bike,51022,156.0,66.52,10.11,student
769,310,Emergency Fund,49816,459.0,179.15,3.36,student
1091,376,Marriage,482010,715.0,257.43,20.7,student
1009,840,Marriage,221549,169.0,64.59,41.9,rural
1080,508,House Downpayment,1125297,572.0,221.21,65.82,student
1059,606,Marriage,545236,453.0,187.24,43.54,urban
820,498,Gold,116604,322.0,115.61,13.05,student
1629,243,Emergency Fund,119528,1386.0,536.69,2.91,urban
2570,375,House Downpayment,705429,2195.0,793.23,10.23,urban
475,405,Education,324796,70.0,32.54,142.2,rural
793,179,House Downpayment,839997,614.0,259.07,42.01,rural
2381,920,Education,446450,1461.0,517.75,9.77,student
946,443,Bike,135489,503.0,225.1,8.6,rural
1909,375,Gold,156367,1534.0,572.03,3.71,student
2997,294,House Downpayment,1802203,2703.0,1062.62,21.61,student
1120,476,Gold,108323,644.0,296.25,6.03,urban
468,213,Education,154199,255.0,82.15,21.64,urban
1820,1173,House Downpayment,1689681,647.0,278.98,86.59,student
2854,896,House Downpayment,1250566,1958.0,828.14,19.67,rural
2169,1375,Education,274068,794.0,350.79,11.41,urban
562,157,Education,489789,405.0,172.04,44.25,urban
2711,1191,Marriage,794837,1520.0,538.51,18.9,rural
1830,1539,Emergency Fund,58501,291.0,136.95,6.66,urban
550,400,Gold,290038,150.0,64.42,61.1,urban
558,390,Gold,237617,168.0,66.86,43.56,rural
534,396,Marriage,623765,138.0,48.06,149.3,student
1018,416,House Downpayment,729097,602.0,256.71,42.17,urban
411,246,House Downpayment,735400,165.0,54.16,142.59,student
536,381,Education,107658,155.0,64.0,22.24,rural
389,229,Education,379648,160.0,51.5,86.9,urban
571,385,House Downpayment,833208,186.0,72.18,140.07,student
496,121,Emergency Fund,105596,375.0,173.03,8.75,rural
2534,1550,Marriage,648627,984.0,391.82,23.4,student
663,251,Emergency Fund,105074,412.0,146.82,7.66,urban
1459,1058,Marriage,541430,401.0,180.16,48.89,urban
435,201,Emergency Fund,149388,234.0,86.27,21.28,rural
553,416,Marriage,496509,137.0,46.59,118.95,student
1633,712,Gold,224471,921.0,325.93,7.95,rural
307,186,Bike,129634,121.0,51.91,38.57,rural
2658,2061,Emergency Fund,29347,597.0,219.63,1.71,rural
877,386,Bike,148473,491.0,169.24,10.85,urban
1980,876,Education,405249,1104.0,474.95,12.93,student
497,359,Bike,102370,138.0,63.84,23.03,student
1296,689,Gold,298056,607.0,228.95,15.86,urban
1026,290,Gold,209324,736.0,280.3,9.55,student
433,105,Education,456372,328.0,121.25,46.93,student
1763,722,House Downpayment,1657429,1041.0,378.96,54.47,rural
2756,2083,Bike,62004,673.0,316.08,2.84,rural
1016,608,House Downpayment,795208,408.0,158.96,63.37,urban
2459,410,Bike,89136,2049.0,940.67,1.39,rural
986,332,Emergency Fund,24623,654.0,295.36,1.32,student
1271,907,Marriage,771143,364.0,137.07,70.67,student
440,247,Marriage,226544,193.0,92.06,37.52,urban
381,100,Marriage,262706,281.0,131.02,30.87,rural
2927,117,Education,482262,2810.0,1253.29,5.35,urban
1730,1451,Gold,205846,279.0,103.55,24.85,student
686,354,Bike,139189,332.0,133.61,13.29,student
426,121,Education,404178,305.0,129.12,44.3,rural
2472,606,Marriage,411838,1866.0,777.99,7.29,urban
652,225,Bike,97577,427.0,141.5,7.09,rural
1498,598,Marriage,344586,900.0,379.8,13.1,rural
590,402,Education,309423,188.0,90.0,55.41,urban
2371,123,Gold,146847,2248.0,765.15,2.19,urban
2671,642,Education,357343,2029.0,955.86,6.25,student
468,300,House Downpayment,1590815,168.0,65.49,331.09,rural
1483,974,House Downpayment,1089226,509.0,191.19,65.07,student
444,108,Gold,57021,336.0,109.2,5.28,rural
1227,811,Gold,278463,416.0,142.46,20.85,rural
1476,974,Education,123439,502.0,216.41,7.51,urban
534,121,Bike,73161,413.0,184.24,6.39,student
1750,1536,Education,116694,214.0,98.5,17.53,urban
307,184,Marriage,558474,123.0,50.13,145.03,urban
1994,1349,House Downpayment,1657755,645.0,264.97,79.08,rural
577,476,Bike,59712,101.0,40.59,19.04,rural
1950,926,Gold,208870,1024.0,386.77,6.27,urban
551,105,Gold,143648,446.0,196.09,9.99,urban
2489,1243,House Downpayment,1148963,1246.0,523.23,29.4,urban
2867,1134,Gold,265898,1733.0,611.76,5.57,rural
2960,1373,Marriage,342152,1587.0,561.19,7.23,rural
1165,489,Education,359048,676.0,307.66,16.52,rural
2225,489,Marriage,569762,1736.0,796.67,11.64,student
339,231,Emergency Fund,129292,108.0,37.47,37.36,student
1475,1088,Bike,117015,387.0,159.79,9.58,rural
2452,1296,Gold,124861,1156.0,433.79,3.29,rural
1109,966,Marriage,257510,143.0,60.15,57.7,rural
500,341,Marriage,240028,159.0,72.51,52.34,student
1357,139,House Downpayment,1237141,1218.0,517.27,36.75,urban
659,449,Bike,98133,210.0,89.72,14.75,rural
1400,1176,Bike,125777,224.0,74.25,20.2,urban
534,408,Gold,100541,126.0,58.48,26.52,student
1113,223,Emergency Fund,34471,890.0,402.25,1.22,student
453,331,Emergency Fund,65341,122.0,45.27,16.43,student
1734,1284,Education,201964,450.0,163.25,15.03,student
340,207,Marriage,209628,133.0,45.94,53.99,urban
1422,1273,Bike,70680,149.0,55.12,14.39,student
325,147,Bike,90592,178.0,73.12,17.81,urban
1162,987,Gold,254039,175.0,56.02,47.8,rural
2820,158,Emergency Fund,138566,2662.0,1189.5,1.71,rural
365,200,House Downpayment,1895569,165.0,56.15,374.31,rural
408,272,House Downpayment,1485762,136.0,47.03,399.99,rural
2024,1732,House Downpayment,1964602,292.0,120.42,224.5,urban
948,801,Education,114880,147.0,48.18,26.13,student
1326,105,Gold,214239,1221.0,576.26,5.34,urban
520,358,Education,335596,162.0,70.62,73.11,student
720,224,House Downpayment,1117512,496.0,198.21,73.18,urban
2933,1518,Education,402851,1415.0,610.69,9.38,urban
355,128,Marriage,345342,227.0,107.82,49.33,urban
2021,1021,Emergency Fund,37617,1000.0,452.63,1.19,rural
1425,284,Marriage,644281,1141.0,400.46,17.16,urban
563,343,House Downpayment,522941,220.0,82.17,78.43,urban
331,260,House Downpayment,1084997,71.0,23.23,533.61,urban
500,413,Gold,243907,87.0,39.41,101.09,student
1703,670,Emergency Fund,123640,1033.0,457.72,4.19,urban
2978,1137,House Downpayment,831956,1841.0,801.46,14.53,student
460,115,Gold,84849,345.0,141.04,7.68,rural
1450,530,Emergency Fund,129356,920.0,328.7,4.38,rural
591,241,Gold,114218,350.0,121.38,11.83,student
2850,2501,Emergency Fund,71301,349.0,141.73,7.33,student
1237,614,Bike,66973,623.0,241.62,3.55,student
953,140,Education,226297,813.0,326.5,9.72,student
1584,216,Emergency Fund,96236,1368.0,503.7,2.52,student
326,170,Education,471098,156.0,69.84,103.43,urban
1440,803,House Downpayment,1237117,637.0,279.36,70.18,urban
1359,1118,Gold,162586,241.0,110.58,20.57,rural
2704,1559,Marriage,324480,1145.0,389.69,8.61,urban
2942,1692,Bike,91273,1250.0,401.03,2.19,rural
511,167,House Downpayment,1101284,344.0,136.27,115.82,student
681,576,Education,164399,105.0,39.97,47.92,urban
1931,1607,House Downpayment,1804738,324.0,119.67,196.15,urban
571,349,Emergency Fund,148869,222.0,89.75,20.24,rural
595,370,Bike,147752,225.0,100.88,22.84,urban
544,334,Marriage,450993,210.0,90.06,73.88,urban
2856,1717,Education,185788,1139.0,517.31,5.36,rural
812,179,House Downpayment,905565,633.0,222.0,49.07,student
390,329,Bike,117148,61.0,23.37,61.45,student
1497,195,Gold,48041,1302.0,538.66,1.18,urban
625,267,Marriage,322634,358.0,168.88,30.43,rural
455,391,Marriage,316340,64.0,23.78,152.57,student
587,425,Bike,83223,162.0,72.1,15.47,urban
1091,209,Education,490236,882.0,350.12,19.49,student
1631,1233,Gold,266107,398.0,155.0,20.46,rural
2987,823,Marriage,380747,2164.0,931.54,5.8,rural
743,327,Bike,70840,416.0,158.43,5.57,student
2638,441,Marriage,355087,2197.0,877.61,5.61,student
739,438,Bike,77717,301.0,118.77,7.83,student
377,184,Education,283829,193.0,72.52,50.77,urban
749,379,House Downpayment,1172178,370.0,175.37,110.51,student
2620,938,Bike,82593,1682.0,783.91,1.8,urban
1755,471,Emergency Fund,75790,1284.0,463.26,2.01,student
836,646,Emergency Fund,125955,190.0,72.26,22.38,urban
307,179,Bike,123532,128.0,53.93,32.97,urban
1149,381,Bike,106677,768.0,352.64,4.35,student
346,294,Bike,50261,52.0,17.98,33.79,rural
1098,185,Emergency Fund,39424,913.0,300.25,1.41,student
2353,837,Emergency Fund,147013,1516.0,518.64,3.0,rural
1050,857,Education,428607,193.0,70.54,78.74,rural
2386,1356,Bike,51576,1030.0,361.64,1.82,urban
409,142,Education,369141,267.0,94.43,42.58,rural
1367,692,Marriage,670368,675.0,286.43,35.08,student
700,277,Emergency Fund,102976,423.0,170.7,8.23,urban
490,173,Emergency Fund,125402,317.0,124.62,14.31,student
1385,1061,Marriage,701965,324.0,144.54,74.68,rural
1068,373,House Downpayment,569895,695.0,311.27,30.02,student
798,607,Education,245117,191.0,89.15,45.82,rural
1017,786,Marriage,416241,231.0,88.91,64.96,urban
1743,1040,Marriage,331834,703.0,248.41,14.48,student
307,199,Gold,215083,108.0,46.47,72.23,rural
2806,1331,Emergency Fund,132323,1475.0,515.03,2.77,urban
1324,992,Bike,126943,332.0,110.54,13.29,urban
680,463,House Downpayment,1886410,217.0,75.11,278.33,rural
375,280,Bike,130760,95.0,42.17,48.72,rural
908,262,House Downpayment,1155582,646.0,215.65,63.28,student
375,158,House Downpayment,582107,217.0,81.04,80.79,student
2852,2505,House Downpayment,1986930,347.0,134.79,202.48,rural
311,131,Emergency Fund,63939,180.0,75.79,12.39,rural
2843,283,Marriage,218554,2560.0,865.94,3.09,urban
366,153,Gold,202924,213.0,95.57,29.38,rural
483,289,Bike,82243,194.0,85.53,13.52,student
1476,266,Marriage,793231,1210.0,528.6,21.14,urban
2343,1651,Emergency Fund,28959,692.0,290.0,1.51,urban
631,255,Education,228085,376.0,173.28,18.26,rural
1806,655,Gold,141189,1151.0,427.69,4.17,rural
2918,159,Education,241384,2759.0,1042.03,3.05,student
555,126,Marriage,677283,429.0,197.85,47.77,student
326,272,Bike,131728,54.0,17.68,86.21,rural
346,105,Emergency Fund,73824,241.0,96.37,9.36,urban
373,268,Education,191687,105.0,43.68,65.36,rural
481,343,Gold,185055,138.0,46.68,44.22,urban
2854,2389,Marriage,764975,465.0,155.6,51.88,student
1704,207,Marriage,609692,1497.0,655.47,14.01,rural
2747,1779,Emergency Fund,83152,968.0,375.92,2.83,rural
2722,2038,Bike,91311,684.0,235.62,4.69,urban
2814,1066,Gold,283738,1748.0,834.3,4.88,urban
850,298,Gold,202878,552.0,260.04,11.12,rural
2884,872,Gold,79774,2012.0,869.57,1.26,student
2727,2053,Marriage,291635,674.0,228.35,14.78,student
1273,1061,Marriage,714925,212.0,68.81,107.36,urban
915,677,Bike,148306,238.0,111.45,19.56,rural
1003,861,Bike,59770,142.0,60.97,13.16,urban
1283,930,Bike,59210,353.0,126.79,5.39,student
414,271,Emergency Fund,124248,143.0,66.12,29.79,student
1332,983,Bike,101840,349.0,159.51,9.44,student
466,366,Education,186825,100.0,37.8,62.01,urban
690,312,Marriage,581092,378.0,172.68,47.17,student
441,351,House Downpayment,703263,90.0,33.6,235.88,student
340,171,Gold,101351,169.0,62.65,20.92,student
2614,1830,Education,101231,784.0,301.14,4.47,student
1663,503,Bike,146226,1160.0,372.21,4.04,rural
1768,1323,Emergency Fund,129293,445.0,203.87,9.0,urban
668,249,Gold,195098,419.0,197.54,14.24,urban
1690,1453,Marriage,718340,237.0,95.0,103.65,rural
720,471,Bike,60786,249.0,91.68,8.3,rural
987,498,Bike,63788,489.0,205.93,4.77,student
1965,627,Gold,183483,1338.0,487.87,4.53,urban
334,222,Marriage,380258,112.0,51.65,107.23,rural
495,366,Marriage,621350,129.0,49.69,155.13,student
1998,1100,Emergency Fund,128771,898.0,353.37,4.87,student
2213,1128,Bike,84779,1085.0,435.08,2.36,rural
521,251,Emergency Fund,88022,270.0,93.8,9.91,student
522,347,Gold,263611,175.0,62.27,48.16,rural
599,187,Emergency Fund,44303,412.0,185.6,3.27,student
533,268,Education,159613,265.0,101.07,19.5,urban
1951,1128,Bike,82802,823.0,390.62,3.15,student
437,131,Bike,120797,306.0,113.2,13.69,urban
1343,1051,Bike,128188,292.0,110.38,13.8,urban
364,258,Education,306083,106.0,46.78,104.31,urban
2024,1189,Marriage,269875,835.0,274.59,11.31,student
1152,907,Marriage,621558,245.0,112.8,79.18,student
716,553,Marriage,551817,163.0,66.86,102.75,student
2436,1229,Emergency Fund,90291,1207.0,551.15,2.43,urban
376,118,Bike,57866,258.0,113.41,7.72,urban
577,381,Marriage,410037,196.0,93.98,76.36,rural
323,282,Emergency Fund,101539,41.0,13.36,75.04,urban
784,310,Education,201899,474.0,169.42,14.13,student
587,381,Bike,115044,206.0,94.75,18.2,student
2152,1433,House Downpayment,1969509,719.0,284.74,84.07,student
1136,658,Education,153398,478.0,170.29,10.1,urban
744,654,House Downpayment,1290618,90.0,34.64,502.17,student
682,389,Bike,105303,293.0,136.83,12.4,urban
1748,570,Bike,146924,1178.0,455.54,4.51,rural
1091,883,Emergency Fund,107346,208.0,98.33,16.67,urban
1392,844,House Downpayment,1281165,548.0,228.44,76.95,student
534,140,Gold,227683,394.0,135.45,18.21,rural
364,183,Education,254289,181.0,61.77,47.02,rural
969,626,House Downpayment,1748944,343.0,146.54,172.7,rural
464,128,Emergency Fund,128425,336.0,149.45,11.73,urban
2619,612,House Downpayment,1663417,2007.0,905.64,28.57,student
1835,798,Education,390694,1037.0,395.73,13.35,urban
655,193,House Downpayment,927632,462.0,202.6,70.07,rural
500,434,Bike,146675,66.0,24.18,70.06,rural
501,348,Bike,107131,153.0,64.36,22.9,rural
304,246,Marriage,456105,58.0,26.82,279.41,rural
1015,486,House Downpayment,1727394,529.0,204.91,100.78,student
381,281,House Downpayment,1922422,100.0,42.79,688.24,student
1191,332,Bike,78260,859.0,382.07,3.3,student
2885,370,Marriage,322936,2515.0,1033.26,4.24,student
1269,259,Marriage,777985,1010.0,346.3,27.54,urban
2491,1792,Bike,110101,699.0,299.02,4.88,urban
2509,1470,House Downpayment,1238681,1039.0,347.8,42.73,student
530,460,Marriage,775170,70.0,30.25,350.74,student
2172,1326,Emergency Fund,75701,846.0,321.92,2.86,urban
931,442,Marriage,226937,489.0,204.05,13.97,student
1319,466,Emergency Fund,74925,853.0,354.5,3.05,urban
409,227,Education,416074,182.0,70.12,72.73,student
314,100,Gold,202624,214.0,70.85,33.27,student
448,213,Emergency Fund,81259,235.0,106.65,11.24,urban
1232,637,House Downpayment,1326657,595.0,243.34,74.1,student
1794,228,Marriage,772651,1566.0,554.09,16.98,student
