daily_income,income_stability,goal_type,goal_amount,daily_expense,profile_type,months_to_reach_goal,recommended_daily_saving,discipline_score
1443.94,0.73,Marriage,285252,116,urban,7.16,531.18,80
264.75,0.75,Marriage,420455,146,student,118.02,47.5,40
201.6,0.7,House Downpayment,1782979,112,student,663.31,35.84,37
2476.02,0.87,Bike,118410,153,urban,1.7,929.21,97
251.6,0.85,Gold,219266,148,student,70.55,41.44,41
265.98,0.66,House Downpayment,1832479,159,rural,570.97,42.79,31
243.21,0.67,Gold,228034,111,student,57.49,52.88,43
1792.35,0.63,Emergency Fund,21562,163,urban,0.44,651.74,68
1936.17,0.71,Education,331244,113,urban,6.06,729.27,80
493.5,0.75,House Downpayment,1554807,149,rural,150.44,137.8,62
847.54,0.62,Bike,72265,132,urban,3.37,286.22,62
112.5,0.75,Education,401771,150,student,,,5
1243.46,0.79,Gold,274013,129,urban,8.2,445.78,84
351.55,0.89,Marriage,727239,105,student,98.32,98.62,74
260.19,0.63,Bike,74079,96,student,15.04,65.68,47
558.9,0.9,House Downpayment,1827738,139,rural,145.09,167.96,81
378.1,0.95,Education,419452,113,rural,52.74,106.04,79
434.13,0.87,Bike,84858,155,rural,10.13,111.65,67
90.0,0.72,Gold,203730,81,student,754.56,3.6,8
226.8,0.72,House Downpayment,1241434,119,rural,383.87,43.12,41
416.1,0.73,Emergency Fund,28654,104,rural,3.06,124.84,65
414.81,0.99,House Downpayment,1122222,151,student,141.8,105.52,75
1705.08,0.78,House Downpayment,879439,128,urban,18.59,630.83,86
401.12,0.92,Education,270805,139,student,34.44,104.85,72
542.1,0.78,Marriage,366104,138,rural,30.2,161.64,69
387.1,0.98,House Downpayment,1080619,108,rural,129.06,111.64,84
502.4,0.8,House Downpayment,1080342,124,rural,95.17,151.36,72
1189.6,0.8,Education,394039,122,urban,12.3,427.04,86
443.3,0.62,Education,123315,135,rural,13.33,123.32,51
432.96,0.88,Marriage,552524,130,student,60.79,121.18,73
388.44,0.83,House Downpayment,999452,164,rural,148.44,89.78,57
718.08,0.88,Marriage,439750,161,urban,26.31,222.83,81
162.15,0.69,Education,414146,172,student,,,5
822.74,0.62,Emergency Fund,25724,182,urban,1.34,256.3,57
2138.17,0.73,Gold,81317,176,urban,1.38,784.87,80
186.12,0.94,Education,394295,148,student,344.78,15.25,23
882.82,0.74,Marriage,248226,96,urban,10.52,314.73,79
1690.4,0.8,Education,118083,102,urban,2.48,635.36,90
466.29,0.99,House Downpayment,915150,166,student,101.59,120.12,76
253.15,0.83,House Downpayment,769100,159,student,272.3,37.66,37
466.36,0.89,House Downpayment,864412,144,rural,89.38,128.94,73
1976.66,0.98,Emergency Fund,53436,149,urban,0.97,731.06,100
1793.35,0.65,House Downpayment,591207,140,urban,11.92,661.34,71
151.9,0.7,House Downpayment,810176,103,student,552.27,19.56,27
290.55,0.65,House Downpayment,1820193,107,student,330.55,73.42,49
1683.0,0.66,Marriage,268493,128,urban,5.76,622.0,73
539.6,0.76,Gold,90527,117,rural,7.14,169.04,71
2849.84,0.98,House Downpayment,1808140,77,urban,21.74,1109.14,100
246.24,0.81,Marriage,579160,153,student,207.05,37.3,36
1129.1,0.7,Gold,220044,132,urban,7.36,398.84,74
936.6,0.7,Education,312112,123,urban,12.79,325.44,72
95.45,0.83,Gold,157715,170,student,,,5
200.96,0.64,Emergency Fund,59374,130,rural,27.89,28.38,27
242.55,0.77,Gold,280579,169,rural,127.16,29.42,28
322.87,0.83,Gold,125563,70,student,16.55,101.15,78
1529.35,0.73,Bike,134779,111,urban,3.17,567.34,81
469.34,0.62,Marriage,404753,149,rural,42.12,128.14,50
172.86,0.86,House Downpayment,1583710,168,student,10862.21,1.94,5
215.14,0.62,Education,490490,109,rural,154.04,42.46,36
2125.05,0.93,Education,363708,140,urban,6.11,794.02,100
1727.2,0.85,Bike,105780,160,urban,2.25,626.88,92
214.4,0.8,Bike,80107,109,student,25.33,42.16,47
516.12,0.69,Gold,143595,147,rural,12.97,147.65,59
146.88,0.96,Marriage,376636,144,student,4359.21,1.15,5
288.8,0.8,Marriage,394085,152,rural,96.02,54.72,45
324.86,0.74,Marriage,788234,129,student,134.15,78.34,53
314.24,0.64,Gold,47394,164,rural,10.52,60.1,36
430.65,0.99,Gold,267933,155,student,32.4,110.26,76
167.24,0.74,House Downpayment,511233,106,student,278.27,24.5,32
711.36,0.78,Emergency Fund,105113,156,urban,6.31,222.14,73
1804.95,0.63,Bike,93214,109,urban,1.83,678.38,71
1283.45,0.95,Gold,82030,161,urban,2.44,448.98,99
1269.45,0.63,House Downpayment,1836537,137,urban,54.06,452.98,67
123.69,0.93,Marriage,308182,139,student,,,5
1419.52,0.64,Gold,299785,127,urban,7.73,517.01,69
389.82,0.89,Bike,87453,177,student,13.7,85.13,58
1816.37,0.67,Emergency Fund,35234,117,urban,0.69,679.75,75
825.44,0.88,Education,493379,96,urban,22.55,291.78,93
283.72,0.82,Gold,60291,100,rural,10.94,73.49,63
249.49,0.61,Gold,109623,138,student,32.78,44.6,32
1873.02,0.93,Bike,58540,120,urban,1.11,701.21,100
177.84,0.72,Marriage,616990,167,student,1897.26,4.34,5
295.68,0.88,Education,151856,162,rural,37.87,53.47,47
990.99,0.77,Education,236073,122,urban,9.06,347.6,81
737.2,0.95,House Downpayment,695290,146,rural,39.2,236.48,91
132.88,0.88,Gold,298914,63,student,142.58,27.95,55
362.08,0.73,Emergency Fund,79346,127,rural,11.25,94.03,56
110.4,0.96,Emergency Fund,43174,138,student,,,5
217.0,0.62,Marriage,409213,141,student,179.48,30.4,26
360.87,0.69,Gold,252141,160,rural,41.84,80.35,46
524.69,0.71,Gold,240364,138,rural,20.72,154.68,62
391.92,0.92,Bike,103174,133,rural,13.28,103.57,72
620.92,0.86,Emergency Fund,94961,117,rural,6.28,201.57,83
1046.5,0.7,Education,104584,178,urban,4.01,347.4,69
994.52,0.92,Education,211769,141,urban,8.27,341.41,94
262.44,0.81,Emergency Fund,107085,139,rural,28.92,49.38,45
180.2,0.68,Emergency Fund,140173,112,student,68.51,27.28,30
423.0,1.0,Emergency Fund,129780,127,rural,14.61,118.4,83
557.1,0.9,Gold,267608,101,rural,19.56,182.44,88
201.48,0.69,House Downpayment,697523,110,student,254.16,36.59,37
860.22,0.81,Emergency Fund,64167,152,urban,3.02,283.29,80
747.45,0.99,Emergency Fund,111740,130,rural,6.03,246.98,98
615.6,0.95,Gold,231339,89,rural,14.64,210.64,97
538.23,0.77,Gold,89826,119,rural,7.14,167.69,71
1759.94,0.91,Education,426073,147,urban,8.81,645.18,100
161.37,0.99,Marriage,585240,124,student,522.02,14.95,27
490.05,0.99,Gold,42323,166,student,4.35,129.62,78
107.5,0.86,Marriage,721456,115,student,,,5
207.36,0.64,Marriage,258083,127,student,107.05,32.14,29
544.32,0.81,Bike,98773,126,rural,7.87,167.33,74
2142.23,0.89,Gold,273122,120,urban,4.5,808.89,100
1898.65,0.65,Education,292452,130,urban,5.51,707.46,72
1664.28,0.67,Bike,146889,120,urban,3.17,617.71,74
176.61,0.87,Education,371198,120,student,218.57,22.64,33
399.9,0.93,Marriage,228250,141,rural,29.39,103.56,72
1984.54,0.67,House Downpayment,787034,138,urban,14.21,738.62,74
502.68,0.71,House Downpayment,1781546,150,rural,168.38,141.07,59
324.75,0.75,Gold,237574,146,rural,44.3,71.5,49
876.96,0.84,Gold,274217,176,urban,13.04,280.38,80
1801.1,0.62,Emergency Fund,20556,124,urban,0.41,670.84,69
396.05,0.89,Gold,162910,111,student,19.05,114.02,76
175.72,0.92,Emergency Fund,128775,155,student,207.17,8.29,13
341.64,0.78,Bike,51910,95,rural,7.02,98.66,67
1564.0,0.8,Marriage,393846,122,urban,9.1,576.8,88
244.55,0.73,House Downpayment,1170995,154,rural,431.07,36.22,32
147.6,0.72,Marriage,554525,180,student,,,5
421.03,0.71,Education,185794,154,rural,23.19,106.81,54
116.96,0.86,Marriage,509347,137,student,,,5
246.5,0.85,Gold,294172,131,student,84.9,46.2,47
477.18,0.99,Education,134930,117,student,12.49,144.07,89
547.47,0.99,Gold,151589,109,rural,11.52,175.39,95
473.85,0.81,Education,301863,116,rural,28.12,143.14,73
109.34,0.71,Gold,265995,122,student,,,5
493.92,0.98,Education,100849,129,rural,9.21,145.97,86
339.0,1.0,House Downpayment,1415399,150,student,249.63,75.6,66
391.16,0.77,Emergency Fund,74424,190,rural,12.33,80.46,47
1066.5,0.9,Bike,88191,152,urban,3.21,365.8,92
656.11,0.91,Bike,84286,111,rural,5.15,218.04,90
1532.16,0.96,House Downpayment,970350,126,urban,23.0,562.46,100
2440.55,0.95,Marriage,518730,160,urban,7.58,912.22,100
785.33,0.91,Emergency Fund,21600,126,urban,1.09,263.73,91
1609.92,0.86,Emergency Fund,130063,79,urban,2.83,612.37,98
348.3,0.9,House Downpayment,1397179,100,rural,187.57,99.32,76
1405.14,0.66,Emergency Fund,112826,129,urban,2.95,510.46,71
502.85,0.89,Gold,103787,101,rural,8.61,160.74,85
161.04,0.66,Bike,61611,180,student,,,5
558.44,0.92,Gold,292786,105,rural,21.52,181.38,89
397.59,0.87,Bike,121414,118,student,14.48,111.84,73
104.16,0.84,Education,457663,163,student,,,5
2317.07,0.79,Emergency Fund,89013,182,urban,1.39,854.03,87
1267.12,0.94,Bike,129106,156,urban,3.87,444.45,98
1988.55,0.81,Bike,95163,122,urban,1.7,746.62,91
701.91,0.99,Education,416432,189,rural,27.06,205.16,86
335.2,0.8,Education,372605,149,rural,66.7,74.48,53
496.08,0.72,Education,162602,113,rural,14.15,153.23,66
2166.56,0.88,House Downpayment,1429727,128,urban,23.38,815.42,99
831.35,0.65,Gold,271484,128,urban,12.87,281.34,65
957.1,0.85,Bike,86652,125,urban,3.47,332.84,88
783.86,0.77,Education,123038,152,urban,6.49,252.74,74
1458.31,0.83,Marriage,314751,127,urban,7.88,532.52,90
1343.3,0.95,Education,238097,119,urban,6.48,489.72,100
220.8,0.6,Bike,132913,107,student,38.93,45.52,37
325.6,0.8,House Downpayment,1720961,92,student,245.57,93.44,68
179.34,0.98,House Downpayment,1259591,147,student,1298.28,12.94,21
2085.75,0.75,Emergency Fund,44809,129,urban,0.76,782.7,84
1640.16,0.72,Education,383130,123,urban,8.42,606.86,79
497.94,0.86,Marriage,591458,143,rural,55.55,141.98,73
554.04,0.76,House Downpayment,1768082,132,rural,139.65,168.82,69
2299.57,0.91,Emergency Fund,77185,123,urban,1.18,870.63,100
297.79,0.97,Gold,146063,133,student,29.55,65.92,64
518.58,0.67,Gold,167125,124,rural,14.12,157.83,61
117.36,0.72,Emergency Fund,57437,124,student,,,5
430.22,0.98,Bike,136332,151,student,16.28,111.69,76
1160.08,0.68,Marriage,764346,158,urban,25.43,400.83,70
241.68,0.76,House Downpayment,694230,119,student,188.63,49.07,46
679.96,0.89,Bike,83528,95,rural,4.76,233.98,91
265.72,0.91,House Downpayment,1341032,141,student,358.41,49.89,51
1789.74,0.61,Emergency Fund,113850,80,urban,2.22,683.9,69
271.6,0.97,Emergency Fund,142747,112,student,29.81,63.84,68
2492.16,0.88,House Downpayment,1395460,120,urban,19.61,948.86,100
2000.05,0.85,House Downpayment,879075,133,urban,15.69,746.82,95
2259.88,0.98,Gold,144812,101,urban,2.24,863.55,100
278.85,0.65,Education,211002,146,rural,52.94,53.14,37
1274.05,0.83,House Downpayment,645584,99,urban,18.31,470.02,91
1201.6,0.8,Marriage,322831,107,urban,9.83,437.84,87
233.73,0.63,Emergency Fund,100346,156,student,43.03,31.09,25
123.48,0.63,Gold,170456,108,student,367.05,6.19,9
133.32,0.66,House Downpayment,1535877,106,student,1873.93,10.93,16
390.4,0.8,Marriage,489781,160,student,70.86,92.16,56
865.8,0.6,Bike,133040,124,urban,5.98,296.72,61
855.47,0.77,House Downpayment,664437,149,urban,31.35,282.59,76
420.75,0.99,Bike,71335,130,student,8.18,116.3,82
479.53,0.79,Bike,88282,163,rural,9.3,126.61,62
2194.2,0.9,Education,381081,146,urban,6.2,819.28,100
433.5,0.75,Bike,130622,127,rural,14.21,122.6,63
1668.66,0.87,Gold,76326,122,urban,1.64,618.66,96
249.84,0.72,House Downpayment,1570947,136,student,459.99,45.54,39
550.76,0.98,Education,398144,150,rural,33.12,160.3,85
334.56,0.68,Emergency Fund,47658,117,student,7.3,87.02,53
1315.44,0.87,Education,113805,163,urban,3.29,460.98,91
2217.04,0.74,Marriage,408315,129,urban,6.52,835.22,83
822.0,1.0,House Downpayment,838445,136,urban,40.74,274.4,100
117.18,0.62,Emergency Fund,131280,131,student,,,5
317.85,0.65,Gold,283427,185,student,71.11,53.14,32
599.76,0.84,House Downpayment,1488412,142,rural,108.38,183.1,76
485.56,0.61,Education,332601,155,rural,33.54,132.22,49
1450.53,0.71,Gold,69639,157,urban,1.79,517.41,75
309.32,0.76,Bike,51578,157,student,11.29,60.93,44
191.84,0.88,Bike,93209,159,student,94.61,13.14,18
1630.44,0.84,Emergency Fund,123574,123,urban,2.73,602.98,93
462.08,0.64,House Downpayment,1853848,155,rural,201.23,122.83,51
93.75,0.75,Emergency Fund,88618,126,student,,,5
573.12,0.96,Bike,142442,138,rural,10.91,174.05,87
1141.5,0.75,Emergency Fund,88869,131,urban,2.93,404.2,79
180.72,0.72,Marriage,423144,143,student,373.93,15.09,18
388.44,0.78,Emergency Fund,111345,121,student,13.88,106.98,64
270.23,0.61,Emergency Fund,116803,151,student,32.65,47.69,32
286.02,0.63,Gold,219785,115,student,42.84,68.41,45
85.76,0.64,Marriage,408251,127,student,,,5
447.44,0.68,Bike,81445,86,rural,7.51,144.58,65
441.7,0.7,House Downpayment,774118,123,rural,80.97,127.48,60
268.69,0.97,Marriage,548373,101,student,109.01,67.08,72
308.22,0.66,Emergency Fund,79512,142,rural,15.95,66.49,42
1596.14,0.91,Emergency Fund,131465,103,urban,2.93,597.26,100
538.62,0.94,Marriage,373131,104,rural,28.62,173.85,91
1654.91,0.73,Emergency Fund,126953,121,urban,2.76,613.56,81
389.79,0.61,Gold,196811,119,rural,24.23,108.32,50
1109.46,0.82,House Downpayment,1174321,156,urban,41.05,381.38,84
583.5,0.75,House Downpayment,1029790,133,rural,76.2,180.2,69
1968.76,0.83,Gold,277817,122,urban,5.01,738.7,93
1268.4,0.7,Bike,84936,131,urban,2.49,454.96,75
248.85,0.79,Gold,247307,121,student,64.48,51.14,48
979.8,0.69,House Downpayment,1970906,126,urban,76.95,341.52,72
1823.28,0.71,House Downpayment,1360665,153,urban,27.15,668.11,78
360.36,0.63,Bike,124895,84,rural,15.06,110.54,57
2095.73,0.91,Gold,42216,114,urban,0.71,792.69,100
1065.61,0.91,Bike,127613,171,urban,4.75,357.84,91
1190.82,0.89,House Downpayment,924347,162,urban,29.95,411.53,92
471.0,0.75,House Downpayment,750451,158,rural,79.92,125.2,59
777.0,1.0,Emergency Fund,90251,122,rural,4.59,262.0,100
2375.32,0.86,Marriage,248381,140,urban,3.7,894.13,97
1153.04,0.71,Bike,104879,164,urban,3.53,395.62,73
1100.19,0.91,Bike,86732,106,urban,2.91,397.68,98
417.96,0.86,Bike,97327,110,student,10.53,123.18,76
202.52,0.61,Bike,142971,116,rural,55.08,34.61,31
518.01,0.93,Emergency Fund,117815,129,rural,10.1,155.6,83
464.38,0.62,Education,299385,167,rural,33.56,118.95,47
280.46,0.74,Bike,74073,140,rural,17.58,56.18,44
1209.78,0.66,Bike,59199,102,urban,1.78,443.11,72
1976.1,0.7,Marriage,723235,114,urban,12.95,744.84,79
441.03,0.61,Emergency Fund,36520,131,rural,3.93,124.01,51
238.28,0.92,Bike,146919,126,student,43.62,44.91,52
1535.52,0.84,House Downpayment,1057612,125,urban,24.99,564.21,92
246.0,0.6,Emergency Fund,53472,142,rural,17.14,41.6,30
1374.49,0.97,Marriage,749840,137,urban,20.2,495.0,100
2469.06,0.86,Gold,73091,127,urban,1.04,936.82,97
1113.0,0.7,Marriage,484658,130,urban,16.43,393.2,74
1343.28,0.87,Education,207002,135,urban,5.71,483.31,93
530.04,0.84,Education,499179,175,rural,46.87,142.02,67
667.5,0.89,Gold,72906,151,rural,4.71,206.6,82
343.9,0.95,Bike,72056,156,student,12.78,75.16,62
226.32,0.69,Gold,199701,138,rural,75.37,35.33,32
1989.96,0.69,Gold,258119,123,urban,4.61,746.78,77
1672.11,0.99,Emergency Fund,86815,137,urban,1.89,614.04,100
315.52,0.64,Gold,105973,120,rural,18.07,78.21,47
388.22,0.94,Emergency Fund,126873,131,rural,16.44,102.89,74
306.28,0.62,Emergency Fund,125704,167,student,30.08,55.71,33
439.12,0.88,Gold,263449,128,student,28.23,124.45,74
948.35,0.65,Marriage,666138,121,urban,26.84,330.94,68
1765.71,0.69,House Downpayment,1557285,87,urban,30.92,671.48,78
232.41,0.61,Education,130917,125,student,40.63,42.96,33
1832.35,0.65,Bike,59792,180,urban,1.21,660.94,70
308.88,0.66,Emergency Fund,82961,126,student,15.12,73.15,46
124.08,0.94,Emergency Fund,147043,175,student,,,5
1725.0,0.75,Marriage,609688,100,urban,12.51,650.0,84
218.61,0.63,Gold,162117,129,student,60.3,35.84,30
663.0,1.0,Marriage,546133,144,rural,35.08,207.6,93
421.94,0.73,Bike,93151,107,rural,9.86,125.98,65
409.2,0.88,Bike,141823,101,student,15.34,123.28,79
481.0,0.65,House Downpayment,1217296,92,rural,104.31,155.6,63
494.0,0.65,Gold,137777,159,rural,13.71,134.0,52
305.4,0.6,Bike,67451,126,rural,12.53,71.76,42
362.25,0.63,Bike,94454,134,rural,13.79,91.3,47
1190.59,0.67,Education,359523,182,urban,11.88,403.44,68
662.15,0.95,Gold,77014,164,rural,5.15,199.26,85
353.6,0.85,Emergency Fund,100465,94,rural,12.9,103.84,74
479.57,0.91,Gold,179627,82,rural,15.06,159.03,90
237.98,0.73,Gold,179661,111,rural,47.16,50.79,46
879.78,0.86,Marriage,579779,129,urban,25.74,300.31,88
386.88,0.93,Emergency Fund,87673,122,student,11.03,105.95,76
492.03,0.63,Bike,63326,146,rural,6.1,138.41,53
1347.58,0.71,Bike,137475,133,urban,3.77,485.83,76
845.3,0.79,Education,234937,125,urban,10.87,288.12,80
291.6,0.72,Bike,54002,109,rural,9.86,73.04,54
285.12,0.96,Gold,221075,141,student,51.13,57.65,58
1167.46,0.62,Bike,87271,144,urban,2.84,409.38,65
623.22,0.78,House Downpayment,1279664,149,rural,89.95,189.69,71
424.86,0.97,Gold,137108,93,student,13.77,132.74,90
378.81,0.69,Bike,55557,140,rural,7.75,95.52,52
248.4,0.72,Education,300643,107,student,70.87,56.56,49
428.45,0.95,Bike,123139,157,rural,15.12,108.58,72
1128.32,0.82,House Downpayment,741692,135,urban,24.89,397.33,86
1740.87,0.87,Gold,249733,139,urban,5.2,640.75,96
893.18,0.74,Bike,85875,145,urban,3.83,299.27,74
393.29,0.67,Bike,81859,136,rural,10.61,102.92,52
564.57,0.81,Gold,281207,141,rural,22.13,169.43,72
255.64,0.77,Marriage,607344,126,rural,156.16,51.86,46
272.55,0.69,Marriage,771508,96,rural,145.66,70.62,53
1300.95,0.63,Marriage,641249,136,urban,18.35,465.98,67
536.25,0.75,Marriage,668225,126,rural,54.29,164.1,68
391.14,0.82,Gold,251240,117,student,30.55,109.66,68
638.27,0.83,Education,290605,154,rural,20.0,193.71,75
239.41,0.89,Emergency Fund,110905,132,student,34.42,42.96,47
1126.08,0.96,Gold,233730,169,urban,8.14,382.83,97
106.26,0.69,House Downpayment,1835981,103,student,18772.81,1.3,5
327.32,0.98,Marriage,287523,148,rural,53.45,71.73,64
921.88,0.76,Education,323240,171,urban,14.35,300.35,74
162.81,0.81,House Downpayment,842392,128,student,806.66,13.92,20
1900.32,0.74,Education,425544,123,urban,7.98,710.93,83
602.14,0.77,Marriage,536723,158,rural,40.28,177.66,68
1452.6,0.9,Marriage,341463,137,urban,8.65,526.24,97
61.61,0.61,Marriage,515246,134,student,,,5
430.95,0.65,House Downpayment,1678430,139,rural,191.63,116.78,52
1107.32,0.94,Marriage,462511,101,urban,15.32,402.53,100
391.4,0.95,House Downpayment,1057858,171,student,159.99,88.16,64
368.8,0.8,Education,287399,171,student,48.43,79.12,51
500.28,0.66,House Downpayment,1986761,127,rural,177.41,149.31,59
693.6,0.68,Marriage,738141,167,urban,46.72,210.64,61
1209.78,0.78,Marriage,665070,150,urban,20.92,423.91,81
1103.85,0.99,Bike,123353,128,urban,4.21,390.34,100
296.14,0.67,Education,261439,121,student,49.76,70.06,47
606.32,0.88,Bike,147274,133,rural,10.37,189.33,82
304.39,0.61,House Downpayment,1284096,141,student,261.97,65.36,39
413.76,0.96,Gold,72421,121,rural,8.25,117.1,81
420.55,0.65,House Downpayment,1845363,83,rural,182.23,135.02,62
196.46,0.94,Bike,145143,146,student,95.88,20.18,28
1330.84,0.97,Gold,232573,165,urban,6.65,466.34,100
286.08,0.96,Gold,128184,157,student,33.1,51.63,51
357.93,0.97,Bike,125409,156,student,20.7,80.77,65
356.24,0.61,Bike,98963,195,rural,20.46,64.5,33
1955.67,0.73,House Downpayment,1035660,165,urban,19.28,716.27,80
413.1,0.81,Emergency Fund,145236,178,rural,20.59,94.04,55
474.64,0.68,Bike,119135,162,rural,12.7,125.06,53
477.18,0.66,Emergency Fund,91058,173,rural,9.98,121.67,50
222.94,0.71,Education,348127,137,rural,135.03,34.38,32
418.7,0.79,House Downpayment,1507988,114,rural,164.97,121.88,68
211.86,0.66,Education,402889,154,student,232.11,23.14,21
237.9,0.78,Bike,86685,125,student,25.59,45.16,44
376.2,0.6,Emergency Fund,139480,177,rural,23.34,79.68,38
285.93,0.81,Gold,66516,121,student,13.44,65.97,56
108.56,0.92,House Downpayment,726954,126,student,,,5
483.12,0.72,Emergency Fund,142768,98,rural,12.36,154.05,68
541.8,0.86,Marriage,713479,127,rural,57.34,165.92,79
827.05,0.85,Gold,168010,105,urban,7.76,288.82,89
208.98,0.81,Marriage,476300,77,student,120.3,52.79,61
1492.56,0.72,Bike,132143,114,urban,3.2,551.42,79
332.5,0.95,Gold,138451,131,student,22.9,80.6,69
224.73,0.99,House Downpayment,1068147,101,student,287.76,49.49,65
447.12,0.92,Marriage,761886,110,student,75.33,134.85,83
561.12,0.84,Gold,262041,135,rural,20.5,170.45,76
349.6,0.8,Marriage,217169,135,rural,33.73,85.84,58
178.2,0.81,Emergency Fund,130902,86,student,47.33,36.88,50
662.48,0.91,Gold,99675,77,rural,5.67,234.19,96
2276.91,0.81,Bike,96920,134,urban,1.51,857.16,91
261.36,0.72,Education,411265,123,rural,99.08,55.34,45
394.03,0.91,Bike,71150,143,student,9.45,100.41,69
888.96,0.64,House Downpayment,1498374,160,urban,68.52,291.58,62
1596.16,0.64,House Downpayment,1021955,129,urban,23.22,586.86,70
1271.97,0.63,Education,346837,138,urban,10.2,453.59,67
607.87,0.89,Education,375367,103,rural,24.78,201.95,88
752.58,0.74,Marriage,310355,135,urban,16.75,247.03,72
223.04,0.68,Gold,124438,133,student,46.07,36.02,32
547.5,0.73,Bike,141832,122,rural,11.11,170.2,68
279.62,0.62,Bike,135298,112,student,26.91,67.05,44
536.41,0.97,Emergency Fund,84394,112,rural,6.63,169.76,92
293.46,0.67,Education,344593,152,rural,81.2,56.58,38
1523.96,0.62,Marriage,709954,142,urban,17.12,552.78,67
469.26,0.99,House Downpayment,1403749,160,student,151.3,123.7,78
297.6,0.64,Bike,112439,149,student,25.22,59.44,38
206.55,0.81,House Downpayment,1890961,167,student,1593.73,15.82,18
